GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
64,-11.5933,-85.5081,-37.65,5.2033824,-97.1014,-32.446617599999996,-129.54801759999998
65,-11.0409,-92.0012,-36.2441,5.36058432,-103.0421,-30.883515680000002,-133.92561568000002
66,-12.7418,-86.0533,-37.918,5.25280248,-98.79509999999999,-32.66519752,-131.46029751999998
67,-12.9992,-86.6346,-37.6099,5.2538328,-99.63380000000001,-32.356067200000005,-131.98986720000002
68,-12.6359,-88.3044,-37.5513,5.38389,-100.94030000000001,-32.16741,-133.10771
69,-9.9947,-93.6559,-33.3455,5.20757136,-103.6506,-28.137928640000002,-131.78852864
70,-6.7053,-88.4264,-34.3822,5.39203752,-95.1317,-28.99016248,-124.12186247999998
71,-10.0787,-90.3045,-35.2542,5.398621919999999,-100.3832,-29.855578079999997,-130.23877808
72,-13.439,-87.4157,-36.3491,5.27533416,-100.85470000000001,-31.07376584,-131.92846584
73,-12.7246,-86.4802,-37.8539,5.18895936,-99.20479999999999,-32.664940640000005,-131.86974063999997
74,-10.2175,-90.3611,-36.0501,5.22878112,-100.5786,-30.82131888,-131.39991887999997
75,-10.854,-85.4276,-37.4127,5.37458976,-96.2816,-32.03811024,-128.31971024
76,-9.7635,-90.4171,-34.6349,5.2691652,-100.1806,-29.365734800000002,-129.54633479999998
77,-10.5467,-93.4869,-36.3574,5.3179668,-104.0336,-31.039433199999998,-135.07303320000003
78,-7.5776,-88.729,-35.1908,5.24019096,-96.3066,-29.950609040000003,-126.25720903999999
79,-9.8242,-90.2255,-35.5693,5.31046584,-100.0497,-30.25883416,-130.30853416
80,-10.467,-87.1395,-36.891,5.422223519999999,-97.6065,-31.46877648,-129.07527648
81,-10.2497,-89.2911,-35.1794,5.30720136,-99.5408,-29.87219864,-129.41299864
82,-10.0371,-88.9294,-36.3105,5.24650968,-98.9665,-31.06399032,-130.03049031999998
83,-12.8866,-91.2405,-34.6955,5.4759888,-104.1271,-29.219511200000003,-133.34661119999998
84,-9.186,-91.1044,-35.3744,5.46803784,-100.2904,-29.90636216,-130.19676216000002
85,-10.225,-89.1895,-35.5061,5.404830479999999,-99.41449999999999,-30.101269520000002,-129.51576952
86,-10.205,-88.9301,-34.2624,5.29319088,-99.1351,-28.96920912,-128.10430911999998
87,-10.443,-84.5938,-37.586,5.39971272,-95.0368,-32.18628728,-127.22308727999999
88,-6.7488,-85.3817,-35.8051,5.46649848,-92.1305,-30.338601520000005,-122.46910152
89,-9.6482,-91.6604,-35.7937,5.391610559999999,-101.3086,-30.40208944,-131.71068944
90,-10.2059,-84.1708,-36.1586,5.28831576,-94.3767,-30.87028424,-125.24698424
91,-10.309,-85.0343,-37.9351,5.42645784,-95.3433,-32.50864216,-127.85194216000001
92,-9.1569,-88.6525,-35.969,5.39398872,-97.80940000000001,-30.575011280000002,-128.38441128
93,-10.4382,-90.4499,-35.3686,5.36482728,-100.8881,-30.00377272,-130.89187271999998
94,-10.1297,-90.4806,-35.9512,5.2837308,-100.6103,-30.6674692,-131.2777692
95,-10.0605,-87.2382,-37.0864,5.42833992,-97.29870000000001,-31.65806008,-128.95676008
96,-9.4867,-87.3825,-34.7213,5.33840904,-96.86919999999999,-29.382890959999997,-126.25209095999999
97,-12.9057,-82.2319,-38.6275,5.09701248,-95.13759999999999,-33.530487519999994,-128.66808752
98,-11.6805,-86.4808,-38.2364,5.30382312,-98.1613,-32.932576880000006,-131.09387687999998
99,-12.6865,-90.6676,-34.596,5.36788728,-103.35409999999999,-29.22811272,-132.58221272

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-73.15159999999993,-50.854400000000425,76.44839999999994,-8.845023600000001,-124.00599999999854,67.60337639999962,-56.40262359999892
1,-70.99449999999987,-41.79020000000118,72.27,-8.94136751999999,-112.78469999999992,63.328632479999754,-49.456067520000616
2,-62.60430000000006,-49.31940000000003,68.00839999999992,-8.512758000000009,-111.92370000000099,59.49564200000002,-52.42805799999917
3,-68.1450999999999,-45.42800000000064,71.96409999999986,-8.533798560000003,-113.57310000000145,63.43030144000004,-50.142798560000955
4,-65.60170000000008,-42.93429999999947,70.63459999999965,-8.536701600000004,-108.53600000000091,62.09789839999942,-46.43810160000197
5,-66.35810000000002,-39.68120000000019,69.84830000000039,-8.847071279999987,-106.0392999999993,61.00122872000047,-45.038071280000196
6,-67.67379999999997,-46.30260000000064,72.98850000000009,-8.302034160000002,-113.97640000000061,64.68646584000042,-49.28993416000111
7,-69.67070000000008,-59.096100000000035,86.02760000000023,-8.509784399999997,-128.76680000000147,77.51781560000022,-51.24898440000082
8,-67.23920000000004,-51.164500000000615,73.9942999999997,-8.648265599999988,-118.40369999999952,65.34603439999995,-53.05766560000046
9,-61.37679999999997,-57.52270000000054,78.41579999999996,-8.603362800000006,-118.89950000000073,69.81243720000019,-49.08706280000101
10,-71.18610000000005,-47.39539999999967,74.43689999999972,-9.20468520000001,-118.58150000000018,65.23221479999965,-53.3492851999969
11,-68.18920000000018,-50.02850000000075,72.14809999999991,-8.853991200000003,-118.2177000000023,63.29410880000026,-54.92359120000111
12,-63.96049999999997,-48.40499999999997,68.30679999999987,-8.85531384000001,-112.36549999999926,59.45148615999987,-52.9140138399994
13,-70.50339999999997,-39.21800000000022,61.893299999999854,-8.640973439999993,-109.72140000000019,53.2523265600002,-56.46907343999818
14,-63.63270000000003,-42.09950000000015,62.902699999999804,-8.620350479999999,-105.73220000000086,54.282349519999904,-51.44985048000049
15,-70.1245999999998,-45.194600000000406,65.71049999999968,-9.097965360000007,-115.31920000000021,56.61253463999964,-58.706665360004195
16,-70.48900000000022,-43.897399999998555,66.77780000000018,-9.07041456,-114.38639999999809,57.70738544000015,-56.67901455999613
17,-67.70309999999986,-42.05520000000004,69.87430000000015,-8.929004400000007,-109.7582999999999,60.945295600000534,-48.81300440000166
18,-71.50499999999988,-39.721800000000215,64.73770000000013,-8.900812079999994,-111.22679999999987,55.83688792000006,-55.38991207999524
19,-76.46950000000008,-42.01730000000083,65.65969999999973,-9.110357999999986,-118.48680000000046,56.54934199999992,-61.937458000002806
20,-69.79950000000005,-33.954800000001015,57.81599999999984,-8.756175600000006,-103.75430000000107,49.05982439999958,-54.6944755999983
21,-73.0079000000001,-37.684699999998855,63.194899999999954,-9.232369919999996,-110.6926000000001,53.96253007999989,-56.730069919999764
22,-68.5955,-41.09840000000003,62.332000000000264,-8.780079599999999,-109.69390000000094,53.551920400000164,-56.141979600001676
23,-64.88339999999988,-41.41100000000084,63.51070000000014,-8.579000879999995,-106.29439999999958,54.931699120000346,-51.36270087999742
24,-62.20939999999988,-40.1619,60.6601,-8.135406720000006,-102.37130000000056,52.52469328000021,-49.84660671999853
25,-69.94879999999995,-49.34189999999998,72.37800000000017,-8.416642319999998,-119.29070000000107,63.961357680000305,-55.32934232000167
26,-65.85740000000001,-52.61470000000028,69.49070000000009,-8.127064800000005,-118.47209999999893,61.363635200000225,-57.10846480000279
27,-66.13030000000006,-44.018599999999935,68.02979999999997,-8.18878032,-110.14889999999932,59.84101967999989,-50.307880319996684
28,-67.55210000000014,-41.37759999999915,60.870600000000266,-7.8535670399999935,-108.92969999999974,53.01703296000043,-55.91266704000478
29,-68.29020000000014,-43.67809999999926,63.671000000000085,-8.026241039999992,-111.96829999999986,55.644758959999976,-56.32354104000308
30,-67.79759999999987,-40.57289999999942,64.31849999999994,-8.220656160000015,-108.37049999999886,56.09784383999964,-52.27265615999923
31,-63.17430000000007,-48.921100000000024,65.56580000000011,-8.068815359999995,-112.09540000000055,57.49698464000015,-54.598415360003116
32,-66.22379999999988,-51.25710000000055,68.95780000000009,-8.258689439999987,-117.48089999999975,60.69911055999968,-56.78178943999961
33,-63.4973000000001,-47.2231999999989,67.41390000000024,-8.416439279999992,-110.72049999999876,58.99746072000048,-51.7230392799992
34,-69.00569999999995,-51.979899999999006,74.98819999999984,-8.539187760000006,-120.98560000000055,66.44901224000003,-54.53658775999688
35,-63.71630000000018,-56.74559999999987,71.22540000000009,-8.346448799999996,-120.46190000000006,62.878951200000316,-57.58294879999792
36,-66.63630000000012,-54.64449999999931,72.7864000000001,-8.720416800000004,-121.28080000000034,64.0659831999998,-57.21481679999826
37,-63.84790000000004,-50.301199999999426,70.90019999999987,-7.960486319999998,-114.14909999999833,62.939713680000054,-51.20938631999965
38,-66.51400000000001,-63.69350000000075,81.10820000000041,-8.873905680000009,-130.2075000000001,72.23429432000026,-57.97320568000028
39,-67.5365,-60.377600000001166,79.10979999999998,-8.205036480000015,-127.91410000000162,70.90476351999993,-57.00933647999986
40,-61.78720000000005,-42.431200000001255,65.24799999999985,-7.8826212000000115,-104.21840000000222,57.36537879999958,-46.85302120000219
41,-66.99429999999992,-53.3279000000002,71.88840000000005,-8.484864479999995,-120.32220000000012,63.403535520000034,-56.91866448000238
42,-66.79690000000005,-52.23279999999943,73.35890000000018,-8.824095360000003,-119.0296999999988,64.5348046400002,-54.49489535999723
43,-52.228399999999866,-48.317200000000966,63.54120000000011,-6.815915999999998,-100.54560000000038,56.72528400000009,-43.820316000001185
44,-60.65810000000001,-57.19690000000027,75.76790000000022,-7.643041920000011,-117.85500000000005,68.12485808000051,-49.73014191999728
45,-52.393900000000016,-57.09909999999904,70.33009999999982,-7.198011359999995,-109.49299999999951,63.1320886400001,-46.36091135999919
46,-57.035099999999886,-48.48289999999912,65.2431999999996,-7.641527039999987,-105.51799999999923,57.60167295999923,-47.91632704000182
47,-49.30980000000011,-56.97930000000021,74.22730000000003,-6.647441759999977,-106.28909999999986,67.5798582400002,-38.70924176000102
48,-57.82790000000007,-52.94069999999978,67.33120000000005,-7.803733680000003,-110.76859999999849,59.52746632000003,-51.24113368000073
49,-54.30649999999993,-62.30719999999833,78.45840000000008,-7.291583279999993,-116.6136999999994,71.16681671999969,-45.44688328000109
50,-60.62609999999995,-60.75000000000125,78.5819999999999,-7.563503520000003,-121.37610000000075,71.01849647999987,-50.3576035200027
51,-58.4650000000001,-63.45500000000061,81.2066000000001,-7.655924880000005,-121.92000000000117,73.55067512000024,-48.369324880001386
52,-52.13900000000002,-67.59719999999933,80.41339999999988,-7.347038400000006,-119.73619999999912,73.06636159999965,-46.66983840000174
53,-51.76689999999995,-67.75700000000109,79.29239999999977,-7.519482720000014,-119.52390000000035,71.77291727999943,-47.75098272000139
54,-55.41419999999997,-60.81660000000038,75.24580000000029,-7.041005279999993,-116.23080000000013,68.2047947200004,-48.02600527999928
55,-46.29169999999995,-62.484400000000576,71.38740000000033,-6.968242800000013,-108.77609999999939,64.4191572000006,-44.35694280000108
56,-51.53109999999996,-62.252899999999045,78.09919999999971,-7.409685599999999,-113.78399999999947,70.68951439999955,-43.09448559999629
57,-56.27310000000001,-65.00559999999902,81.10259999999988,-7.557804719999992,-121.2786999999997,73.54479527999987,-47.73390471999845
58,-51.604700000000165,-57.94579999999989,74.2385999999997,-6.759061199999988,-109.55049999999915,67.47953879999943,-42.07096120000381
59,-55.259000000000015,-55.18399999999956,70.5767000000001,-6.946696080000003,-110.4429999999998,63.63000391999999,-46.81299608000117
60,-58.60849999999998,-44.433700000001224,66.5771000000001,-7.067708640000013,-103.04220000000166,59.509391360000116,-43.532808640000155
61,-60.12179999999999,-49.85439999999883,69.83620000000022,-7.40625839999999,-109.97619999999883,62.42994160000055,-47.5462583999992
62,-53.49570000000007,-50.6730000000003,67.63689999999986,-6.501199679999996,-104.16869999999969,61.135700319999884,-43.032999679999364
63,-56.90839999999991,-50.25020000000002,68.52310000000031,-6.913498319999999,-107.15859999999994,61.60960167999998,-45.548998320003136
64,-54.77299999999991,-46.83410000000096,66.84689999999992,-7.154020800000002,-101.60710000000064,59.692879199999794,-41.9142207999995
65,-52.52639999999993,-54.55139999999908,73.59490000000017,-7.310527199999995,-107.07779999999968,66.28437280000018,-40.793427199998575
66,-53.026300000000006,-49.38310000000051,65.90489999999988,-6.948034560000011,-102.40940000000165,58.95686543999978,-43.45253456000097
67,-48.91309999999996,-58.21410000000046,72.38060000000004,-6.889559759999999,-107.12720000000041,65.49104024000022,-41.63615976000247
68,-54.85189999999988,-49.61440000000128,68.95669999999964,-7.075658159999995,-104.46630000000206,61.88104183999983,-42.58525816000497
69,-51.16439999999985,-38.51069999999865,56.64399999999988,-6.726341520000003,-89.67509999999942,49.917658479999616,-39.75744152000115
70,-53.1706,-46.142200000000514,60.46759999999993,-7.048842480000016,-99.31279999999961,53.418757519999886,-45.89404248000065
71,-56.851699999999965,-44.81609999999837,65.0078,-7.300158479999996,-101.66779999999765,57.707641520000166,-43.960158480002036
72,-47.25969999999992,-49.64819999999919,64.14629999999997,-6.42405672000001,-96.90790000000001,57.72224328000008,-39.185656720000395
73,-48.30090000000019,-61.216599999999715,71.84349999999989,-6.575755680000002,-109.51749999999946,65.26774431999985,-44.24975567999962
74,-51.15150000000014,-44.77989999999963,62.22519999999993,-6.372586079999997,-95.93140000000022,55.852613919999804,-40.078786080001805
75,-43.091799999999964,-54.19219999999858,67.5375999999998,-6.162487919999998,-97.28399999999809,61.37511207999963,-35.908887919996175
76,-53.92290000000005,-50.37749999999926,69.92959999999992,-6.674948639999993,-104.30039999999795,63.25465135999987,-41.04574863999855
77,-51.27090000000008,-48.220699999999724,65.14700000000006,-6.973385040000003,-99.49160000000003,58.173614960000045,-41.31798503999951
78,-49.22660000000003,-42.18420000000087,62.2823,-6.57890136000001,-91.41079999999954,55.703398640000145,-35.7074013599985
79,-50.167600000000014,-52.94889999999988,67.84599999999989,-6.679454399999991,-103.11649999999966,61.166545600000184,-41.94995439999721
80,-46.43330000000002,-57.66069999999968,72.84140000000016,-6.686395919999992,-104.09399999999901,66.15500408000017,-37.93899591999974
81,-52.72089999999987,-50.28990000000013,68.19540000000008,-7.169156640000003,-103.01080000000069,61.02624336,-41.98455664000386
82,-48.13189999999987,-58.49050000000078,69.88079999999985,-6.428297519999984,-106.62240000000065,63.452502479999666,-43.16989752000282
83,-39.543399999999835,-61.7663999999985,69.62819999999985,-6.336579600000011,-101.30979999999879,63.291620399999886,-38.01817959999846
84,-52.63219999999993,-51.596300000001236,68.57289999999998,-6.437458080000005,-104.22850000000093,62.13544191999988,-42.093058079999224
85,-43.05259999999989,-63.82660000000074,71.0338000000001,-6.078093839999992,-106.879200000002,64.95570615999968,-41.92349384000369
86,-50.8258,-56.8160000000003,71.27039999999981,-6.643502640000011,-107.64179999999894,64.62689735999952,-43.014902639996706
87,-43.56950000000005,-60.82449999999936,71.64229999999974,-6.2746912800000025,-104.39399999999827,65.36760871999992,-39.026391279999274
88,-49.204700000000074,-47.85559999999887,66.19970000000009,-6.905588400000001,-97.06030000000031,59.2941116000003,-37.76618840000138
89,-51.67889999999997,-56.150500000000406,70.50320000000039,-7.062641280000004,-107.82940000000083,63.44055872000075,-44.388841279999156
90,-49.99539999999995,-57.49910000000078,69.76049999999967,-6.962324399999996,-107.49450000000141,62.79817559999965,-44.69632440000221
91,-50.482899999999944,-67.14280000000079,78.1816000000002,-6.606255600000014,-117.62570000000096,71.57534440000026,-46.050355599999776
92,-53.89460000000003,-49.496800000000945,64.20069999999981,-6.839382959999999,-103.39140000000233,57.361317039999776,-46.030082960001664
93,-55.70060000000017,-45.20479999999914,65.57120000000008,-7.282421280000008,-100.90539999999977,58.28877872000007,-42.6166212799979
94,-54.114299999999915,-57.75490000000069,70.86259999999996,-7.333177680000005,-111.86919999999947,63.52942232000018,-48.33977767999929
95,-56.29579999999992,-56.32149999999979,74.1211999999999,-7.039468079999993,-112.61729999999925,67.08173191999977,-45.53556808000221
96,-51.27439999999994,-51.935000000001025,65.64279999999992,-6.961374000000005,-103.20940000000074,58.68142599999993,-44.527973999999446
97,-47.51660000000018,-49.81569999999988,64.62010000000004,-6.421236480000001,-97.33230000000006,58.198863520000074,-39.13343647999861
98,-47.805299999999924,-48.13300000000099,64.9801,-6.766109999999993,-95.93829999999956,58.213989999999804,-37.72430999999841
99,-53.65300000000004,-50.541300000001456,65.10969999999998,-7.267687199999992,-104.1943000000015,57.84201279999989,-46.352287200000234


